Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,15.201000213623047,15.201000213623047,15.201000213623047,15.201000213623047,15.201000213623047,0
2020-04-28,15.010000228881836,15.161999702453613,14.994999885559082,15.161999702453613,15.161999702453613,28284
2020-04-29,15.21500015258789,15.470000267028809,15.125,15.15999984741211,15.15999984741211,5434
2020-04-30,15.399999618530273,15.774999618530273,14.795000076293945,14.89799976348877,14.89799976348877,1859
2020-05-01,15.005000114440918,15.045000076293945,14.854999542236328,14.86299991607666,14.86299991607666,102
2020-05-04,15.024999618530273,15.09000015258789,14.694999694824219,14.722000122070312,14.722000122070312,1228
2020-05-05,14.779999732971191,15.109999656677246,14.710000038146973,15.057000160217285,15.057000160217285,535
2020-05-06,15.0,15.300000190734863,14.875,14.987000465393066,14.987000465393066,176
2020-05-07,15.125,15.585000038146973,15.125,15.562000274658203,15.562000274658203,13
2020-05-08,15.555000305175781,15.800000190734863,15.5,15.739999771118164,15.739999771118164,59
2020-05-11,15.585000038146973,15.63599967956543,15.585000038146973,15.63599967956543,15.63599967956543,2
2020-05-12,15.687000274658203,15.687000274658203,15.687000274658203,15.687000274658203,15.687000274658203,65
2020-05-13,15.729999542236328,15.729999542236328,15.663000106811523,15.663000106811523,15.663000106811523,24
2020-05-14,16.0049991607666,16.13599967956543,16.0049991607666,16.13599967956543,16.13599967956543,49
2020-05-15,16.540000915527344,17.04599952697754,16.5049991607666,17.04599952697754,17.04599952697754,57
2020-05-18,17.219999313354492,17.584999084472656,17.219999313354492,17.464000701904297,17.464000701904297,155
2020-05-19,17.700000762939453,17.892000198364258,17.700000762939453,17.892000198364258,17.892000198364258,13
2020-05-20,18.024999618530273,18.040000915527344,17.93000030517578,18.00200080871582,18.00200080871582,25
2020-05-21,17.43000030517578,17.43000030517578,17.334999084472656,17.334999084472656,17.334999084472656,8
2020-05-22,17.385000228881836,17.690000534057617,17.385000228881836,17.663999557495117,17.663999557495117,52
2020-05-26,17.885000228881836,17.885000228881836,17.55500030517578,17.565000534057617,17.565000534057617,23
2020-05-27,17.68600082397461,17.68600082397461,17.68600082397461,17.68600082397461,17.68600082397461,103
2020-05-28,17.78499984741211,17.924999237060547,17.78499984741211,17.895000457763672,17.895000457763672,61
2020-05-29,17.864999771118164,18.440000534057617,17.864999771118164,18.440000534057617,18.440000534057617,25
2020-06-01,18.78499984741211,18.815000534057617,18.56999969482422,18.76799964904785,18.76799964904785,22
2020-06-02,18.207000732421875,18.350000381469727,18.207000732421875,18.207000732421875,18.207000732421875,5
2020-06-03,17.690000534057617,17.92099952697754,17.645000457763672,17.92099952697754,17.92099952697754,40
2020-06-04,17.850000381469727,18.02400016784668,17.850000381469727,18.02400016784668,18.02400016784668,25
2020-06-05,17.5,17.5049991607666,17.44300079345703,17.44300079345703,17.44300079345703,12
2020-06-08,17.780000686645508,17.885000228881836,17.780000686645508,17.868000030517578,17.868000030517578,15
2020-06-09,17.829999923706055,17.829999923706055,17.71500015258789,17.77400016784668,17.77400016784668,3
2020-06-10,17.775999069213867,17.775999069213867,17.775999069213867,17.775999069213867,17.775999069213867,0
2020-06-11,18.084999084472656,18.084999084472656,17.829999923706055,17.868999481201172,17.868999481201172,5
2020-06-12,17.75,17.75,17.461999893188477,17.461999893188477,17.461999893188477,13
2020-06-15,17.378999710083008,17.5,17.378999710083008,17.378999710083008,17.378999710083008,1
2020-06-16,17.545000076293945,17.75,17.479999542236328,17.631999969482422,17.631999969482422,6
2020-06-17,17.520000457763672,17.756999969482422,17.520000457763672,17.756999969482422,17.756999969482422,5
2020-06-18,17.493000030517578,17.4950008392334,17.493000030517578,17.493000030517578,17.493000030517578,1
2020-06-19,17.832000732421875,17.832000732421875,17.832000732421875,17.832000732421875,17.832000732421875,0
2020-06-22,17.886999130249023,17.886999130249023,17.886999130249023,17.886999130249023,17.886999130249023,7
2020-06-23,18.0049991607666,18.051000595092773,18.0049991607666,18.051000595092773,18.051000595092773,4
2020-06-24,17.790000915527344,17.815000534057617,17.658000946044922,17.658000946044922,17.658000946044922,2
2020-06-25,17.764999389648438,17.882999420166016,17.7549991607666,17.882999420166016,17.882999420166016,9
2020-06-26,18.023000717163086,18.023000717163086,18.023000717163086,18.023000717163086,18.023000717163086,41651
2020-06-29,17.969999313354492,18.149999618530273,17.825000762939453,17.979999542236328,17.979999542236328,8797
2020-06-30,18.024999618530273,18.541000366210938,17.940000534057617,18.541000366210938,18.541000366210938,1718
2020-07-01,18.485000610351562,18.704999923706055,18.079999923706055,18.132999420166016,18.132999420166016,370
2020-07-02,18.21500015258789,18.243999481201172,17.94499969482422,18.243999481201172,18.243999481201172,135
2020-07-06,18.225000381469727,18.645000457763672,18.209999084472656,18.503999710083008,18.503999710083008,434
2020-07-07,18.219999313354492,18.628000259399414,18.219999313354492,18.628000259399414,18.628000259399414,263
2020-07-08,18.655000686645508,19.1299991607666,18.655000686645508,19.08099937438965,19.08099937438965,249
2020-07-09,19.094999313354492,19.364999771118164,18.834999084472656,18.881999969482422,18.881999969482422,374
2020-07-10,19.030000686645508,19.030000686645508,18.982999801635742,18.982999801635742,18.982999801635742,62
2020-07-13,19.155000686645508,19.708999633789062,19.155000686645508,19.708999633789062,19.708999633789062,58
2020-07-14,19.3700008392334,19.46500015258789,19.2549991607666,19.451000213623047,19.451000213623047,59
2020-07-15,19.600000381469727,19.71500015258789,19.485000610351562,19.684999465942383,19.684999465942383,42
2020-07-16,19.790000915527344,19.795000076293945,19.496999740600586,19.496999740600586,19.496999740600586,12
2020-07-17,19.350000381469727,19.709999084472656,19.350000381469727,19.684999465942383,19.684999465942383,31
2020-07-20,20.200000762939453,20.274999618530273,20.12299919128418,20.124000549316406,20.124000549316406,10
2020-07-21,20.28499984741211,21.565000534057617,20.274999618530273,21.496999740600586,21.496999740600586,385
2020-07-22,22.649999618530273,23.30500030517578,21.895000457763672,23.08300018310547,23.08300018310547,792
2020-07-23,23.06999969482422,23.325000762939453,22.665000915527344,22.94499969482422,22.94499969482422,200
2020-07-24,23.065000534057617,23.06999969482422,22.808000564575195,22.808000564575195,22.808000564575195,189
2020-07-27,24.325000762939453,24.709999084472656,24.19499969482422,24.47599983215332,24.47599983215332,599
2020-07-28,26.020000457763672,26.020000457763672,23.94499969482422,24.266000747680664,24.266000747680664,124
2020-07-29,24.209999084472656,24.292999267578125,24.209999084472656,24.292999267578125,24.292999267578125,304
2020-07-30,24.260000228881836,24.260000228881836,23.114999771118164,23.34000015258789,23.34000015258789,183
2020-07-31,23.59000015258789,24.385000228881836,23.565000534057617,24.18899917602539,24.18899917602539,220
2020-08-03,24.389999389648438,24.389999389648438,24.389999389648438,24.389999389648438,24.389999389648438,51
2020-08-04,25.899999618530273,26.21500015258789,25.774999618530273,26.011999130249023,26.011999130249023,109
2020-08-05,26.024999618530273,27.059999465942383,26.024999618530273,26.87700080871582,26.87700080871582,30
2020-08-06,27.684999465942383,28.850000381469727,27.53499984741211,28.386999130249023,28.386999130249023,79
2020-08-07,29.530000686645508,29.530000686645508,27.524999618530273,27.533000946044922,27.533000946044922,37
2020-08-10,28.200000762939453,29.249000549316406,28.114999771118164,29.249000549316406,29.249000549316406,8
2020-08-11,28.959999084472656,28.959999084472656,24.5,26.03700065612793,26.03700065612793,27
2020-08-12,25.2450008392334,25.954999923706055,25.2450008392334,25.954999923706055,25.954999923706055,6
2020-08-13,26.385000228881836,27.694000244140625,26.3799991607666,27.694000244140625,27.694000244140625,30
2020-08-14,27.225000381469727,27.684999465942383,25.905000686645508,26.065000534057617,26.065000534057617,17
2020-08-17,26.735000610351562,27.64299964904785,26.56999969482422,27.64299964904785,27.64299964904785,15
2020-08-18,27.295000076293945,28.260000228881836,27.295000076293945,28.048999786376953,28.048999786376953,13
