Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,1.7009999752044678,1.850000023841858,1.593000054359436,1.819000005722046,1.819000005722046,67072
2020-04-28,1.8309999704360962,1.9229999780654907,1.7020000219345093,1.7940000295639038,1.7940000295639038,157779
2020-04-29,1.9490000009536743,1.9730000495910645,1.8600000143051147,1.86899995803833,1.86899995803833,159446
2020-04-30,1.878000020980835,1.9529999494552612,1.8250000476837158,1.9490000009536743,1.9490000009536743,169439
2020-05-01,1.9359999895095825,2.0160000324249268,1.871999979019165,1.8899999856948853,1.8899999856948853,181684
2020-05-04,1.9609999656677246,2.00600004196167,1.934999942779541,1.9930000305175781,1.9930000305175781,187907
2020-05-05,1.9910000562667847,2.1619999408721924,1.9809999465942383,2.134000062942505,2.134000062942505,307829
2020-05-06,2.0869998931884766,2.1110000610351562,1.9290000200271606,1.944000005722046,1.944000005722046,265466
2020-05-07,1.9559999704360962,1.9889999628067017,1.8860000371932983,1.8940000534057617,1.8940000534057617,228869
2020-05-08,1.9010000228881836,1.9270000457763672,1.8109999895095825,1.8229999542236328,1.8229999542236328,188400
2020-05-11,1.8380000591278076,1.8899999856948853,1.8029999732971191,1.8259999752044678,1.8259999752044678,224967
2020-05-12,1.847000002861023,1.8489999771118164,1.684999942779541,1.7200000286102295,1.7200000286102295,228490
2020-05-13,1.6950000524520874,1.7410000562667847,1.5950000286102295,1.6160000562667847,1.6160000562667847,254680
2020-05-14,1.6430000066757202,1.715000033378601,1.6100000143051147,1.680999994277954,1.680999994277954,206529
2020-05-15,1.6749999523162842,1.7319999933242798,1.6339999437332153,1.6460000276565552,1.6460000276565552,169709
2020-05-18,1.725000023841858,1.8509999513626099,1.7020000219345093,1.7829999923706055,1.7829999923706055,224943
2020-05-19,1.7690000534057617,1.8569999933242798,1.7630000114440918,1.8300000429153442,1.8300000429153442,241438
2020-05-20,1.8040000200271606,1.8890000581741333,1.7430000305175781,1.7710000276565552,1.7710000276565552,158342
2020-05-21,1.777999997138977,1.784999966621399,1.6920000314712524,1.7100000381469727,1.7100000381469727,99424
2020-05-22,1.7259999513626099,1.7599999904632568,1.6799999475479126,1.7309999465942383,1.7309999465942383,53714
2020-05-26,1.746000051498413,1.809000015258789,1.6920000314712524,1.7929999828338623,1.7929999828338623,44873
2020-05-27,1.7740000486373901,1.815000057220459,1.7109999656677246,1.722000002861023,1.722000002861023,161456
2020-05-28,1.878000020980835,1.8960000276565552,1.8109999895095825,1.8270000219345093,1.8270000219345093,160769
2020-05-29,1.819000005722046,1.8650000095367432,1.7630000114440918,1.8489999771118164,1.8489999771118164,221374
2020-06-01,1.8300000429153442,1.8480000495910645,1.7419999837875366,1.7740000486373901,1.7740000486373901,205239
2020-06-02,1.7799999713897705,1.8009999990463257,1.7580000162124634,1.7769999504089355,1.7769999504089355,142957
2020-06-03,1.7740000486373901,1.8609999418258667,1.7710000276565552,1.8209999799728394,1.8209999799728394,200601
2020-06-04,1.809000015258789,1.8539999723434448,1.7949999570846558,1.8220000267028809,1.8220000267028809,114332
2020-06-05,1.8209999799728394,1.8639999628067017,1.7769999504089355,1.781999945640564,1.781999945640564,207229
2020-06-08,1.809999942779541,1.815999984741211,1.75,1.7890000343322754,1.7890000343322754,206086
2020-06-09,1.809000015258789,1.8289999961853027,1.75600004196167,1.7669999599456787,1.7669999599456787,207732
2020-06-10,1.7630000114440918,1.8079999685287476,1.6740000247955322,1.7799999713897705,1.7799999713897705,203929
2020-06-11,1.7869999408721924,1.8329999446868896,1.7660000324249268,1.812999963760376,1.812999963760376,213619
2020-06-12,1.8170000314712524,1.8220000267028809,1.7269999980926514,1.7309999465942383,1.7309999465942383,148103
2020-06-15,1.753000020980835,1.7610000371932983,1.6610000133514404,1.6690000295639038,1.6690000295639038,191894
2020-06-16,1.6729999780654907,1.684999942779541,1.597000002861023,1.6139999628067017,1.6139999628067017,167095
2020-06-17,1.6130000352859497,1.6480000019073486,1.6019999980926514,1.6380000114440918,1.6380000114440918,150270
2020-06-18,1.6380000114440918,1.6610000133514404,1.6109999418258667,1.6380000114440918,1.6380000114440918,124793
2020-06-19,1.6369999647140503,1.684000015258789,1.6299999952316284,1.6690000295639038,1.6690000295639038,123844
2020-06-22,1.6710000038146973,1.7120000123977661,1.6430000066757202,1.6640000343322754,1.6640000343322754,121433
2020-06-23,1.659999966621399,1.6629999876022339,1.6139999628067017,1.6369999647140503,1.6369999647140503,85194
2020-06-24,1.6269999742507935,1.656000018119812,1.5850000381469727,1.597000002861023,1.597000002861023,43229
2020-06-25,1.5950000286102295,1.5980000495910645,1.440000057220459,1.4819999933242798,1.4819999933242798,62675
2020-06-26,1.440999984741211,1.5670000314712524,1.4320000410079956,1.4950000047683716,1.4950000047683716,117328
2020-06-29,1.5670000314712524,1.753000020980835,1.5579999685287476,1.7089999914169312,1.7089999914169312,273247
2020-06-30,1.6970000267028809,1.784000039100647,1.687999963760376,1.7510000467300415,1.7510000467300415,186911
2020-07-01,1.753999948501587,1.7580000162124634,1.6549999713897705,1.6710000038146973,1.6710000038146973,173543
2020-07-02,1.6929999589920044,1.7380000352859497,1.6720000505447388,1.7339999675750732,1.7339999675750732,142222
2020-07-06,1.7280000448226929,1.8639999628067017,1.7139999866485596,1.8300000429153442,1.8300000429153442,249486
2020-07-07,1.8289999961853027,1.9240000247955322,1.8289999961853027,1.8760000467300415,1.8760000467300415,203760
2020-07-08,1.878999948501587,1.8860000371932983,1.8079999685287476,1.8240000009536743,1.8240000009536743,187548
2020-07-09,1.8200000524520874,1.8910000324249268,1.7719999551773071,1.7790000438690186,1.7790000438690186,179261
2020-07-10,1.7760000228881836,1.8350000381469727,1.7369999885559082,1.8049999475479126,1.8049999475479126,166223
2020-07-13,1.784999966621399,1.815000057220459,1.725000023841858,1.7389999628067017,1.7389999628067017,158853
